node,origami_data,decoded_stream,induced_errors,related_parity_bits,common_parity_bits,related_checksum_bits,success,decoding_time
1,01001100111100001110000100001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;58,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;60,11;13;14;17;18;28;31;38;48;51;62;66;67;68,,34;35;44,1,0.035
1,01001100111100001110000100001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;61,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;62,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;63,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;65,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;67,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;68,11;14;18;38;48;51;62;66;67,,34;35,1,0.033
1,01001100111100001110000100001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;75,11;14;17;18;28;38;41;48;51;62;63;64;66;67,,34;35;45,1,0.036
1,01001100111100001110000100001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;76,11;12;14;18;28;38;41;48;51;61;62;65;66;67,,34;35;45,1,0.035
1,01001100111100001110000100001000111101100110101100101100011011110101100000011000,01001100111100001111000100001000101101000110111100101100011011110101000000011000,3;19;79,11;13;14;18;38;48;51;62;66;67,51,34;35;45,0,0.065
1,01001100111100001111000000000000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;28,14;15;17;18;38;41;51;66;67,,34,1,0.036
1,01001100111100001111000000001000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;32,11;13;14;15;17;18;38;41;51;65;66;67,,34,1,0.037
1,01001100111100001111000000001000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;33,14;15;17;18;28;38;41;51;66;67;68,,34,1,0.036
1,01001100111100001111000000001000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;34,14;15;17;18;31;38;41;51;61;62;64;66;67,51,34,1,0.036
1,01001100111100001111000000001000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;35,14;15;17;18;38;41;51;58;63;65;66;67;68,,34,1,0.037
1,01001100111100001111000000001000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;37,14;15;16;17;18;31;38;41;51;62;64;66;67,,34;35,1,0.037
1,01001100111100001111000000001000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;38,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100001111000000001000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;41,14;15;17;18;38;41;51;66;67,,34,1,0.059
1,01001100111100001111000000001000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;42,14;15;17;18;38;41;48;51;61;63;66;67,,34;44,1,0.045
1,01001100111100001111000000001000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;44,11;12;14;15;16;17;18;21;38;41;51;66;67,,34,1,0.038
1,01001100111100001111000000001000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;46,11;14;15;17;18;38;41;51;62;64;66;67,51,34;45,1,0.038
1,01001100111100001111000000001000111101100110101000101100011011110101100000011001,01001100111101001011000000001000111101100110101100101101011110110101100000011001,3;23;47,12;14;15;17;18;38;41;51;66;67;68,,34;45,0,0.085
1,01001100111100001111000000001000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;50,14;15;16;17;18;31;38;41;51;58;66;67;68,,34;44,1,0.036
1,01001100111100001111000000001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;52,14;15;17;18;28;38;41;48;51;63;65;66;67;68,,34;44,1,0.037
1,01001100111100001111000000001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;53,14;15;16;17;18;21;31;38;41;51;65;66;67,,34;44,1,0.037
1,01001100111100001111000000001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;57,14;15;17;18;21;38;41;51;61;64;66;67,,34;45,1,0.037
1,01001100111100001111000000001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;58,14;15;17;18;38;41;51;66;67,,34,1,0.036
1,01001100111100001111000000001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;60,13;14;15;17;18;28;31;38;41;51;66;67;68,,34;44,1,0.035
1,01001100111100001111000000001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;61,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100001111000000001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;62,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100001111000000001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;63,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100001111000000001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;65,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100001111000000001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;67,14;15;17;18;38;41;51;66;67,,34,1,0.064
1,01001100111100001111000000001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;68,14;15;17;18;38;41;51;66;67,,34,1,0.036
1,01001100111100001111000000001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;75,14;15;17;18;28;38;41;51;63;64;66;67,,34;45,1,0.037
1,01001100111100001111000000001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;23;76,12;14;15;17;18;28;38;41;51;61;65;66;67,,34;45,1,0.037
1,01001100111100001111000000001000111101100110101100101100011011110101100000011000,01001100111100001111000100001000101101000110111100101100011011110101000000011000,3;23;79,13;14;15;17;18;38;41;48;51;66;67,51,34;45,0,0.068
1,01001100111100001111000100000000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;32,11;13;14;18;38;51;65;67,,34,1,0.035
1,01001100111100001111000100000000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;33,14;15;17;18;28;38;51;67;68,,34,1,0.035
1,01001100111100001111000100000000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;34,14;18;31;38;51;61;62;64;66;67,,34,1,0.039
1,01001100111100001111000100000000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;35,14;18;38;51;58;63;65;67;68,,34,1,0.035
1,01001100111100001111000100000000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;37,14;16;18;31;38;51;62;64;67,,34;35,1,0.036
1,01001100111100001111000100000000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;38,14;18;38;51;67,,34,1,0.036
1,01001100111100001111000100000000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;41,14;18;38;51;67,,34,1,0.035
1,01001100111100001111000100000000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;42,14;15;17;18;38;48;51;61;63;67,,34;44,1,0.035
1,01001100111100001111000100000000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;44,11;12;14;16;18;21;38;41;51;67,,34,1,0.035
1,01001100111100001111000100000000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;46,11;14;18;38;51;62;64;67,,34;45,1,0.035
1,01001100111100001111000100000000111101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;47,12;14;18;38;41;51;66;67;68,,34;45,1,0.036
1,01001100111100001111000100000000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;50,14;15;16;18;31;38;51;58;67;68,,34;44,1,0.035
1,01001100111100001111000100000000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;52,14;18;28;38;48;51;63;65;67;68,,34;44,1,0.035
1,01001100111100001111000100000000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;53,14;16;18;21;31;38;51;65;67,,34;44,1,0.039
1,01001100111100001111000100000000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;57,14;18;21;38;41;51;61;64;66;67,,34;45,1,0.036
1,01001100111100001111000100000000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;58,14;18;38;51;67,,34,1,0.036
1,01001100111100001111000100000000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;60,13;14;17;18;28;31;38;51;67;68,,34;44,1,0.034
1,01001100111100001111000100000000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;61,14;18;38;51;67,,34,1,0.036
1,01001100111100001111000100000000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;62,14;18;38;51;67,,34,1,0.068
1,01001100111100001111000100000000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;63,14;18;38;51;67,,34,1,0.038
1,01001100111100001111000100000000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;28;65,14;18;38;51;67,,34,1,0.037
